"DateObject[{2009, 1, 1}, ""Day""]",1852515
"DateObject[{2009, 1, 2}, ""Day""]",1988441
"DateObject[{2009, 1, 3}, ""Day""]",1960952
"DateObject[{2009, 1, 4}, ""Day""]",1984527
"DateObject[{2009, 1, 5}, ""Day""]",2295899
"DateObject[{2009, 1, 6}, ""Day""]",2383870
"DateObject[{2009, 1, 7}, ""Day""]",2367517
"DateObject[{2009, 1, 8}, ""Day""]",2314906
"DateObject[{2009, 1, 9}, ""Day""]",2331641
"DateObject[{2009, 1, 10}, ""Day""]",2131075
"DateObject[{2009, 1, 11}, ""Day""]",2009438
"DateObject[{2009, 1, 12}, ""Day""]",2234573
"DateObject[{2009, 1, 13}, ""Day""]",2226357
"DateObject[{2009, 1, 14}, ""Day""]",2280068
"DateObject[{2009, 1, 15}, ""Day""]",2268806
"DateObject[{2009, 1, 16}, ""Day""]",2158446
"DateObject[{2009, 1, 17}, ""Day""]",1906227
"DateObject[{2009, 1, 18}, ""Day""]",1884652
"DateObject[{2009, 1, 19}, ""Day""]",2193925
"DateObject[{2009, 1, 20}, ""Day""]",2239859
"DateObject[{2009, 1, 21}, ""Day""]",2260279
"DateObject[{2009, 1, 22}, ""Day""]",2212531
"DateObject[{2009, 1, 23}, ""Day""]",2173294
"DateObject[{2009, 1, 24}, ""Day""]",1977027
"DateObject[{2009, 1, 25}, ""Day""]",1918159
"DateObject[{2009, 1, 26}, ""Day""]",2169233
"DateObject[{2009, 1, 27}, ""Day""]",2239427
"DateObject[{2009, 1, 28}, ""Day""]",2216472
"DateObject[{2009, 1, 29}, ""Day""]",2245820
"DateObject[{2009, 1, 30}, ""Day""]",2199807
"DateObject[{2009, 1, 31}, ""Day""]",1960121
"DateObject[{2009, 2, 1}, ""Day""]",1996087
"DateObject[{2009, 2, 2}, ""Day""]",2280197
"DateObject[{2009, 2, 3}, ""Day""]",2304243
"DateObject[{2009, 2, 4}, ""Day""]",2308764
"DateObject[{2009, 2, 5}, ""Day""]",2295288
"DateObject[{2009, 2, 6}, ""Day""]",2266213
"DateObject[{2009, 2, 7}, ""Day""]",2047869
"DateObject[{2009, 2, 8}, ""Day""]",2005282
"DateObject[{2009, 2, 9}, ""Day""]",2269850
"DateObject[{2009, 2, 10}, ""Day""]",2268303
"DateObject[{2009, 2, 11}, ""Day""]",2276213
"DateObject[{2009, 2, 12}, ""Day""]",2310532
"DateObject[{2009, 2, 13}, ""Day""]",2209401
"DateObject[{2009, 2, 14}, ""Day""]",1981883
"DateObject[{2009, 2, 15}, ""Day""]",1896407
"DateObject[{2009, 2, 16}, ""Day""]",2129269
"DateObject[{2009, 2, 17}, ""Day""]",2139427
"DateObject[{2009, 2, 18}, ""Day""]",2132172
"DateObject[{2009, 2, 19}, ""Day""]",2107967
"DateObject[{2009, 2, 20}, ""Day""]",2053489
"DateObject[{2009, 2, 21}, ""Day""]",1806452
"DateObject[{2009, 2, 22}, ""Day""]",1773485
"DateObject[{2009, 2, 23}, ""Day""]",2028532
"DateObject[{2009, 2, 24}, ""Day""]",2050693
"DateObject[{2009, 2, 25}, ""Day""]",2061629
"DateObject[{2009, 2, 26}, ""Day""]",2053825
"DateObject[{2009, 2, 27}, ""Day""]",1976308
"DateObject[{2009, 2, 28}, ""Day""]",1794804
"DateObject[{2009, 3, 1}, ""Day""]",1762043
"DateObject[{2009, 3, 2}, ""Day""]",2029730
"DateObject[{2009, 3, 3}, ""Day""]",2097108
"DateObject[{2009, 3, 4}, ""Day""]",2104217
"DateObject[{2009, 3, 5}, ""Day""]",2128222
"DateObject[{2009, 3, 6}, ""Day""]",2068839
"DateObject[{2009, 3, 7}, ""Day""]",1809997
"DateObject[{2009, 3, 8}, ""Day""]",1790821
"DateObject[{2009, 3, 9}, ""Day""]",2072969
"DateObject[{2009, 3, 10}, ""Day""]",2110704
"DateObject[{2009, 3, 11}, ""Day""]",2088451
"DateObject[{2009, 3, 12}, ""Day""]",2058653
"DateObject[{2009, 3, 13}, ""Day""]",1985502
"DateObject[{2009, 3, 14}, ""Day""]",1753281
"DateObject[{2009, 3, 15}, ""Day""]",1696222
"DateObject[{2009, 3, 16}, ""Day""]",1942093
"DateObject[{2009, 3, 17}, ""Day""]",1944692
"DateObject[{2009, 3, 18}, ""Day""]",1943210
"DateObject[{2009, 3, 19}, ""Day""]",1971093
"DateObject[{2009, 3, 20}, ""Day""]",1899304
"DateObject[{2009, 3, 21}, ""Day""]",1699456
"DateObject[{2009, 3, 22}, ""Day""]",1648871
"DateObject[{2009, 3, 23}, ""Day""]",1936879
"DateObject[{2009, 3, 24}, ""Day""]",1995588
"DateObject[{2009, 3, 25}, ""Day""]",1998528
"DateObject[{2009, 3, 26}, ""Day""]",1983672
"DateObject[{2009, 3, 27}, ""Day""]",1941964
"DateObject[{2009, 3, 28}, ""Day""]",1788132
"DateObject[{2009, 3, 29}, ""Day""]",1648715
"DateObject[{2009, 3, 30}, ""Day""]",1927455
"DateObject[{2009, 3, 31}, ""Day""]",1925358
"DateObject[{2009, 4, 1}, ""Day""]",1884057
"DateObject[{2009, 4, 2}, ""Day""]",1875505
"DateObject[{2009, 4, 3}, ""Day""]",1839490
"DateObject[{2009, 4, 4}, ""Day""]",1627940
"DateObject[{2009, 4, 5}, ""Day""]",1574277
"DateObject[{2009, 4, 6}, ""Day""]",1838252
"DateObject[{2009, 4, 7}, ""Day""]",1823581
"DateObject[{2009, 4, 8}, ""Day""]",1795417
"DateObject[{2009, 4, 9}, ""Day""]",1805419
"DateObject[{2009, 4, 10}, ""Day""]",1637189
"DateObject[{2009, 4, 11}, ""Day""]",1542227
"DateObject[{2009, 4, 12}, ""Day""]",1476077
"DateObject[{2009, 4, 13}, ""Day""]",1507472
"DateObject[{2009, 4, 14}, ""Day""]",1727351
"DateObject[{2009, 4, 15}, ""Day""]",1777833
"DateObject[{2009, 4, 16}, ""Day""]",1789353
"DateObject[{2009, 4, 17}, ""Day""]",1783850
"DateObject[{2009, 4, 18}, ""Day""]",1578253
"DateObject[{2009, 4, 19}, ""Day""]",1513096
"DateObject[{2009, 4, 20}, ""Day""]",1751232
"DateObject[{2009, 4, 21}, ""Day""]",1779976
"DateObject[{2009, 4, 22}, ""Day""]",1756985
"DateObject[{2009, 4, 23}, ""Day""]",1775525
"DateObject[{2009, 4, 24}, ""Day""]",1744585
"DateObject[{2009, 4, 25}, ""Day""]",1542614
"DateObject[{2009, 4, 26}, ""Day""]",1494930
"DateObject[{2009, 4, 27}, ""Day""]",1801227
"DateObject[{2009, 4, 28}, ""Day""]",1829072
"DateObject[{2009, 4, 29}, ""Day""]",1797105
"DateObject[{2009, 4, 30}, ""Day""]",1803216
"DateObject[{2009, 5, 1}, ""Day""]",1735129
"DateObject[{2009, 5, 2}, ""Day""]",1518475
"DateObject[{2009, 5, 3}, ""Day""]",1453581
"DateObject[{2009, 5, 4}, ""Day""]",1565923
"DateObject[{2009, 5, 5}, ""Day""]",1776426
"DateObject[{2009, 5, 6}, ""Day""]",1787071
"DateObject[{2009, 5, 7}, ""Day""]",1778374
"DateObject[{2009, 5, 8}, ""Day""]",1748516
"DateObject[{2009, 5, 9}, ""Day""]",1551531
"DateObject[{2009, 5, 10}, ""Day""]",1493973
"DateObject[{2009, 5, 11}, ""Day""]",1720812
"DateObject[{2009, 5, 12}, ""Day""]",1767252
"DateObject[{2009, 5, 13}, ""Day""]",1800585
"DateObject[{2009, 5, 14}, ""Day""]",1817002
"DateObject[{2009, 5, 15}, ""Day""]",1791177
"DateObject[{2009, 5, 16}, ""Day""]",1574723
"DateObject[{2009, 5, 17}, ""Day""]",1543504
"DateObject[{2009, 5, 18}, ""Day""]",1765145
"DateObject[{2009, 5, 19}, ""Day""]",1795625
"DateObject[{2009, 5, 20}, ""Day""]",1776912
"DateObject[{2009, 5, 21}, ""Day""]",1759255
"DateObject[{2009, 5, 22}, ""Day""]",1710855
"DateObject[{2009, 5, 23}, ""Day""]",1495343
"DateObject[{2009, 5, 24}, ""Day""]",1403823
"DateObject[{2009, 5, 25}, ""Day""]",1467612
"DateObject[{2009, 5, 26}, ""Day""]",1646354
"DateObject[{2009, 5, 27}, ""Day""]",1713706
"DateObject[{2009, 5, 28}, ""Day""]",1688121
"DateObject[{2009, 5, 29}, ""Day""]",1648052
"DateObject[{2009, 5, 30}, ""Day""]",1458088
"DateObject[{2009, 5, 31}, ""Day""]",1410133
"DateObject[{2009, 6, 1}, ""Day""]",1670624
"DateObject[{2009, 6, 2}, ""Day""]",1709554
"DateObject[{2009, 6, 3}, ""Day""]",1703741
"DateObject[{2009, 6, 4}, ""Day""]",1684196
"DateObject[{2009, 6, 5}, ""Day""]",1675353
"DateObject[{2009, 6, 6}, ""Day""]",1504916
"DateObject[{2009, 6, 7}, ""Day""]",1466984
"DateObject[{2009, 6, 8}, ""Day""]",1685557
"DateObject[{2009, 6, 9}, ""Day""]",1737477
"DateObject[{2009, 6, 10}, ""Day""]",1732071
"DateObject[{2009, 6, 11}, ""Day""]",1712455
"DateObject[{2009, 6, 12}, ""Day""]",1659434
"DateObject[{2009, 6, 13}, ""Day""]",1476275
"DateObject[{2009, 6, 14}, ""Day""]",1415448
"DateObject[{2009, 6, 15}, ""Day""]",1671423
"DateObject[{2009, 6, 16}, ""Day""]",1706703
"DateObject[{2009, 6, 17}, ""Day""]",1738944
"DateObject[{2009, 6, 18}, ""Day""]",1709235
"DateObject[{2009, 6, 19}, ""Day""]",1663913
"DateObject[{2009, 6, 20}, ""Day""]",1462207
"DateObject[{2009, 6, 21}, ""Day""]",1413134
"DateObject[{2009, 6, 22}, ""Day""]",1681838
"DateObject[{2009, 6, 23}, ""Day""]",1721435
"DateObject[{2009, 6, 24}, ""Day""]",1703558
"DateObject[{2009, 6, 25}, ""Day""]",1713538
"DateObject[{2009, 6, 26}, ""Day""]",1691088
"DateObject[{2009, 6, 27}, ""Day""]",1491788
"DateObject[{2009, 6, 28}, ""Day""]",1438442
"DateObject[{2009, 6, 29}, ""Day""]",1698578
"DateObject[{2009, 6, 30}, ""Day""]",1746694
"DateObject[{2009, 7, 1}, ""Day""]",1776306
"DateObject[{2009, 7, 2}, ""Day""]",1797262
"DateObject[{2009, 7, 3}, ""Day""]",1740614
"DateObject[{2009, 7, 4}, ""Day""]",1482246
"DateObject[{2009, 7, 5}, ""Day""]",1432645
"DateObject[{2009, 7, 6}, ""Day""]",1681268
"DateObject[{2009, 7, 7}, ""Day""]",1722178
"DateObject[{2009, 7, 8}, ""Day""]",1718601
"DateObject[{2009, 7, 9}, ""Day""]",1690841
"DateObject[{2009, 7, 10}, ""Day""]",1648663
"DateObject[{2009, 7, 11}, ""Day""]",1466415
"DateObject[{2009, 7, 12}, ""Day""]",1418916
"DateObject[{2009, 7, 13}, ""Day""]",1666248
"DateObject[{2009, 7, 14}, ""Day""]",1701028
"DateObject[{2009, 7, 15}, ""Day""]",1724254
"DateObject[{2009, 7, 16}, ""Day""]",1731838
"DateObject[{2009, 7, 17}, ""Day""]",1692197
"DateObject[{2009, 7, 18}, ""Day""]",1476292
"DateObject[{2009, 7, 19}, ""Day""]",1438919
"DateObject[{2009, 7, 20}, ""Day""]",1650999
"DateObject[{2009, 7, 21}, ""Day""]",1714021
"DateObject[{2009, 7, 22}, ""Day""]",1693727
"DateObject[{2009, 7, 23}, ""Day""]",1676513
"DateObject[{2009, 7, 24}, ""Day""]",1640756
"DateObject[{2009, 7, 25}, ""Day""]",1434124
"DateObject[{2009, 7, 26}, ""Day""]",1418601
"DateObject[{2009, 7, 27}, ""Day""]",1638470
"DateObject[{2009, 7, 28}, ""Day""]",1653751
"DateObject[{2009, 7, 29}, ""Day""]",1685193
"DateObject[{2009, 7, 30}, ""Day""]",1652400
"DateObject[{2009, 7, 31}, ""Day""]",1617041
"DateObject[{2009, 8, 1}, ""Day""]",1465792
"DateObject[{2009, 8, 2}, ""Day""]",1383543
"DateObject[{2009, 8, 3}, ""Day""]",1617708
"DateObject[{2009, 8, 4}, ""Day""]",1691500
"DateObject[{2009, 8, 5}, ""Day""]",1691782
"DateObject[{2009, 8, 6}, ""Day""]",1682411
"DateObject[{2009, 8, 7}, ""Day""]",1624599
"DateObject[{2009, 8, 8}, ""Day""]",1429785
"DateObject[{2009, 8, 9}, ""Day""]",1396925
"DateObject[{2009, 8, 10}, ""Day""]",1663912
"DateObject[{2009, 8, 11}, ""Day""]",1683876
"DateObject[{2009, 8, 12}, ""Day""]",1715146
"DateObject[{2009, 8, 13}, ""Day""]",1683826
"DateObject[{2009, 8, 14}, ""Day""]",1663964
"DateObject[{2009, 8, 15}, ""Day""]",1487637
"DateObject[{2009, 8, 16}, ""Day""]",1430232
"DateObject[{2009, 8, 17}, ""Day""]",1663888
"DateObject[{2009, 8, 18}, ""Day""]",1713278
"DateObject[{2009, 8, 19}, ""Day""]",1770168
"DateObject[{2009, 8, 20}, ""Day""]",1753521
"DateObject[{2009, 8, 21}, ""Day""]",1670674
"DateObject[{2009, 8, 22}, ""Day""]",1460004
"DateObject[{2009, 8, 23}, ""Day""]",1453036
"DateObject[{2009, 8, 24}, ""Day""]",1714239
"DateObject[{2009, 8, 25}, ""Day""]",1745194
"DateObject[{2009, 8, 26}, ""Day""]",1780225
"DateObject[{2009, 8, 27}, ""Day""]",1728467
"DateObject[{2009, 8, 28}, ""Day""]",1670154
"DateObject[{2009, 8, 29}, ""Day""]",1.5011585e6
"DateObject[{2009, 8, 30}, ""Day""]",1.416455e6
"DateObject[{2009, 8, 31}, ""Day""]",1551720
"DateObject[{2009, 9, 1}, ""Day""]",1733377
"DateObject[{2009, 9, 2}, ""Day""]",1774388
"DateObject[{2009, 9, 3}, ""Day""]",1745731
"DateObject[{2009, 9, 4}, ""Day""]",1684245
"DateObject[{2009, 9, 5}, ""Day""]",1502819
"DateObject[{2009, 9, 6}, ""Day""]",1463769
